id,date,obs_type,org_id,org_name,category,description,resolved
a5acc604-d658-44ae-8f13-2c1d56c4980d,2024-05-29,Нарушение,org_07,ТрансНефть,Работа на высоте,Отсутствие ограждения края кровли при проведении ремонтных работ.,Устранено
2264d9de-b87f-4694-90f9-0f3afc410b54,2024-05-31,Нарушение,org_03,НефтеМонтаж,Порядок на рабочем месте,Хранение горюче-смазочных материалов вне отведённого места.,Устранено
378aef1e-c139-4166-9f83-3a6bca402b32,2024-06-01,Нарушение,org_04,КазТехСтрой,Транспорт,Водитель не использует ремень безопасности на территории объекта.,Устранено
7b615091-edb5-4bf3-bb9b-5f5cde951f52,2024-06-01,Хорошая практика,org_06,СтройПодряд,Огневые работы,Работник корректно применил процедуру LOTO при обслуживании оборудования.,Устранено
6d1ea3e8-8e12-476e-a390-eaa18d44df41,2024-06-01,Нарушение,org_01,КМГ-Кумколь (основное),СИЗ,Работа с химическими реагентами без защитных очков и перчаток.,Устранено
3b3731aa-3ad6-43f7-9d79-056a2ac9813d,2024-06-02,Нарушение,org_02,БурСервис,Транспорт,Превышение скорости спецтехники на производственной площадке.,Устранено
5006c064-4f41-47e7-a39d-10565e3b3a70,2024-06-03,Нарушение,org_06,СтройПодряд,Экология,Открытые бочки с нефтепродуктами — риск испарения и розлива.,Устранено
77e46f3f-4e9e-4466-b73c-09ccbd314c2d,2024-06-04,Хорошая практика,org_05,АзимутДриллинг,Порядок на рабочем месте,Наличие и правильное использование огнетушителей в зоне огневых работ.,Устранено
9a639002-fbac-4f07-81b2-2bdc99ed904d,2024-06-05,Нарушение,org_06,СтройПодряд,Работа на высоте,Отсутствие ограждения края кровли при проведении ремонтных работ.,В работе
93e19c40-abf6-4f6d-a6af-a5fbd299092a,2024-06-05,Хорошая практика,org_03,НефтеМонтаж,LOTO,Бригада провела инструктаж перед началом работ согласно регламенту.,Устранено
9b70addb-9436-4d6a-aff4-f6c273295099,2024-06-08,Нарушение,org_05,АзимутДриллинг,СИЗ,Отсутствие каски у работника в зоне обязательного ношения СИЗ.,Устранено
caee1447-b38d-499d-9e82-24efe9238b6a,2024-06-08,Нарушение,org_06,СтройПодряд,Электробезопасность,Использование неисправного электроинструмента.,Устранено
8dcc627d-f04a-456b-b236-b9b121fa5a87,2024-06-08,Нарушение,org_01,КМГ-Кумколь (основное),LOTO,Снятие замка блокировки без уведомления ответственного лица.,В работе
3d428f86-7d67-42ef-a905-30130f6f6720,2024-06-09,Нарушение,org_01,КМГ-Кумколь (основное),СИЗ,Отсутствие защитной обуви (спецботинок) у двух работников на объекте.,В работе
24073681-30f0-42a4-a0f2-dce18049a24b,2024-06-09,Хорошая практика,org_07,ТрансНефть,LOTO,Наличие и правильное использование огнетушителей в зоне огневых работ.,Устранено
df7d85ca-e77b-4f51-9706-713de3a59069,2024-06-12,Нарушение,org_07,ТрансНефть,СИЗ,Работа с химическими реагентами без защитных очков и перчаток.,В работе
0fbecba3-98ec-4878-a312-31167d7f8e1b,2024-06-12,Нарушение,org_02,БурСервис,СИЗ,Отсутствие каски у работника в зоне обязательного ношения СИЗ.,Устранено
00ad0d55-30d2-44c9-98f5-067ab8e32c99,2024-06-13,Нарушение,org_07,ТрансНефть,Работа на высоте,Использование приставной лестницы без фиксации верхней части.,Просрочено
0466fc19-25dd-44c3-887e-2c70b3f38cd1,2024-06-14,Хорошая практика,org_04,КазТехСтрой,Порядок на рабочем месте,Правильное хранение химических веществ с соблюдением требований маркировки.,Устранено
f1c2e679-2095-4a5b-9ca8-3f26a367215b,2024-06-14,Нарушение,org_05,АзимутДриллинг,Огневые работы,Огневые работы без оформленного разрешения и газового контроля.,В работе
cfd74251-a948-4e10-a1ce-3c4557587c0e,2024-06-15,Нарушение,org_04,КазТехСтрой,СИЗ,Отсутствие защитной обуви (спецботинок) у двух работников на объекте.,Устранено
e12f9d53-aade-46c3-a5e0-90a366570c2a,2024-06-16,Нарушение,org_07,ТрансНефть,СИЗ,Работа с химическими реагентами без защитных очков и перчаток.,В работе
fd735b07-0c1f-4263-9188-3dd35d844633,2024-06-16,Нарушение,org_04,КазТехСтрой,Порядок на рабочем месте,Захламлённость прохода у эвакуационного выхода.,Устранено
81229c16-d45a-4ad1-95fe-5988a0e5613a,2024-06-18,Нарушение,org_05,АзимутДриллинг,СИЗ,Работа с химическими реагентами без защитных очков и перчаток.,Просрочено
a9ca07f8-e58d-4839-870d-0c204cadcc1f,2024-06-18,Хорошая практика,org_04,КазТехСтрой,LOTO,Обнаруженный разлив немедленно локализован и убран по инициативе работника.,Устранено
69754cd1-61c1-48c4-a08e-2ca635f91953,2024-06-18,Хорошая практика,org_02,БурСервис,Огневые работы,Бригада провела инструктаж перед началом работ согласно регламенту.,Устранено
60264a88-6c17-4363-bdee-319551d57cab,2024-06-18,Нарушение,org_05,АзимутДриллинг,СИЗ,Отсутствие защитной обуви (спецботинок) у двух работников на объекте.,В работе
e1f90b39-cc59-4048-9c5c-6e2e0e3c448a,2024-06-18,Нарушение,org_03,НефтеМонтаж,Экология,Хранение химических реагентов без поддонов на грунте.,В работе
461551c5-d742-4c3a-afb6-451cad4c1e9a,2024-06-24,Хорошая практика,org_03,НефтеМонтаж,LOTO,"Рабочая зона чистая, проходы свободны, инструмент убран по местам.",Устранено
828a3d17-5f0e-4b3d-945b-20fd8e9c96ce,2024-06-26,Нарушение,org_04,КазТехСтрой,LOTO,Отсутствие личного замка на групповой блокировке оборудования.,Просрочено
b5d1284a-8a98-41fe-9397-79d18d49bc31,2024-06-27,Хорошая практика,org_05,АзимутДриллинг,Порядок на рабочем месте,Бригада провела инструктаж перед началом работ согласно регламенту.,Устранено
ac9b3f87-8439-4741-8036-d2fb15ccf6e8,2024-06-27,Хорошая практика,org_07,ТрансНефть,Электробезопасность,Правильное использование страховочной привязи при работе на высоте 3м.,Устранено
442306a1-ad3a-45ce-99f9-57c127a2eff9,2024-06-28,Нарушение,org_04,КазТехСтрой,LOTO,Снятие замка блокировки без уведомления ответственного лица.,Устранено
cf33f573-6724-42fc-b7c8-82a5c69427ea,2024-06-30,Хорошая практика,org_03,НефтеМонтаж,Электробезопасность,Работник корректно применил процедуру LOTO при обслуживании оборудования.,Устранено
20a4aa2d-0d6e-444c-8647-437c15691a27,2024-06-30,Хорошая практика,org_02,БурСервис,Электробезопасность,Правильное хранение химических веществ с соблюдением требований маркировки.,Устранено
29cb9653-89bc-4453-bd3e-3e590807b382,2024-06-30,Хорошая практика,org_04,КазТехСтрой,СИЗ,Работник корректно применил процедуру LOTO при обслуживании оборудования.,Устранено
bef44c11-50c3-4bdc-8591-c3cddc6b041a,2024-06-30,Нарушение,org_05,АзимутДриллинг,СИЗ,Работник выполняет сварочные работы без защитного щитка и перчаток.,В работе
234f00ea-1db5-471e-af8b-fb80346aa79f,2024-07-01,Хорошая практика,org_05,АзимутДриллинг,Огневые работы,Бригада провела инструктаж перед началом работ согласно регламенту.,Устранено
21ca63f2-da7f-4f55-a3ce-3d7bf22248a3,2024-07-01,Нарушение,org_03,НефтеМонтаж,Работа на высоте,Работа на высоте 2.5м без страховочной привязи.,Устранено
84c19470-b410-4921-a7d7-6feba7f40f2b,2024-07-01,Хорошая практика,org_04,КазТехСтрой,Порядок на рабочем месте,Наличие и правильное использование огнетушителей в зоне огневых работ.,Устранено
fb8285ac-20dd-45da-8868-2d223895ec7d,2024-07-02,Нарушение,org_02,БурСервис,Порядок на рабочем месте,Незакреплённые предметы на высоте — риск падения.,В работе
9e2ee145-d87c-4889-acdf-c13c16cd96b3,2024-07-02,Нарушение,org_04,КазТехСтрой,Транспорт,Движение задним ходом без сигнальщика.,Устранено
726dbd15-0101-45a5-9bcc-0e1962aaafb8,2024-07-03,Нарушение,org_05,АзимутДриллинг,Работа на высоте,"Работник находится на лесах, не прошедших приёмку.",Устранено
489e5755-f82a-48b2-abe3-7bd8b2a3ac92,2024-07-03,Хорошая практика,org_03,НефтеМонтаж,LOTO,Наличие и правильное использование огнетушителей в зоне огневых работ.,Устранено
05e7b6b0-0977-4a64-8753-55af96d727b4,2024-07-04,Хорошая практика,org_04,КазТехСтрой,Порядок на рабочем месте,Работник корректно применил процедуру LOTO при обслуживании оборудования.,Устранено
3a4ec02a-2074-4cf0-8b35-bc5486b73021,2024-07-05,Нарушение,org_04,КазТехСтрой,Транспорт,Стоянка техники в запрещённой зоне вблизи оборудования под давлением.,Устранено
ffaeef03-ecec-4c8e-96cd-e18318304847,2024-07-06,Нарушение,org_06,СтройПодряд,Огневые работы,Огневые работы без оформленного разрешения и газового контроля.,Устранено
fa7ee3fb-6b0b-46f3-9285-755d606e6fd7,2024-07-09,Хорошая практика,org_07,ТрансНефть,LOTO,Обнаруженный разлив немедленно локализован и убран по инициативе работника.,Устранено
d52d8d83-f5c5-4d04-aafc-f0cfd95979d3,2024-07-09,Нарушение,org_01,КМГ-Кумколь (основное),Электробезопасность,Подключение к электросети без заземления корпуса оборудования.,Устранено
16b243cb-98f1-41c6-8b55-9739cbbbae09,2024-07-12,Нарушение,org_05,АзимутДриллинг,Огневые работы,Огневые работы без оформленного разрешения и газового контроля.,Устранено
74c4b66b-b205-44a0-921c-a4ea77dac416,2024-07-12,Нарушение,org_02,БурСервис,LOTO,Снятие замка блокировки без уведомления ответственного лица.,Устранено
d88df26f-e285-4ce4-8ee5-5597d6ffd851,2024-07-12,Нарушение,org_06,СтройПодряд,LOTO,Отсутствие личного замка на групповой блокировке оборудования.,Устранено
a682e76f-74e0-4d22-9fbe-ed2029fdb4a8,2024-07-15,Нарушение,org_05,АзимутДриллинг,Электробезопасность,Оголённые провода удлинителя в рабочей зоне.,Устранено
e0868099-5017-430e-94bf-085d899b6db4,2024-07-15,Нарушение,org_02,БурСервис,Электробезопасность,Распределительный щит оставлен открытым и без обозначений.,Устранено
a1cecc6c-4165-474e-be8a-9bc69d266426,2024-07-17,Хорошая практика,org_04,КазТехСтрой,Огневые работы,Работник самостоятельно остановил работу при обнаружении нарушения и сообщил мастеру.,Устранено
a993b172-ed58-43c6-9f93-4d80e85cab1c,2024-07-18,Нарушение,org_04,КазТехСтрой,Транспорт,Превышение скорости спецтехники на производственной площадке.,В работе
f78676ff-7f2c-453a-8f67-e84728adcaf2,2024-07-18,Нарушение,org_01,КМГ-Кумколь (основное),Работа на высоте,Использование приставной лестницы без фиксации верхней части.,Устранено
954d37ee-409e-40a8-8435-19036f5f360f,2024-07-19,Хорошая практика,org_03,НефтеМонтаж,Работа на высоте,"Рабочая зона чистая, проходы свободны, инструмент убран по местам.",Устранено
73c97683-8dcf-4221-8c69-347ff72f5cc2,2024-07-19,Хорошая практика,org_02,БурСервис,Работа на высоте,Работник корректно применил процедуру LOTO при обслуживании оборудования.,Устранено
5b552b6e-554f-49eb-98d9-2e9353726492,2024-07-24,Нарушение,org_05,АзимутДриллинг,Работа на высоте,Работа на высоте 2.5м без страховочной привязи.,Устранено
8f7c368e-6ccc-4644-9f49-b8b12fb6df54,2024-07-24,Нарушение,org_04,КазТехСтрой,Работа на высоте,Работа на высоте 2.5м без страховочной привязи.,Устранено
88891854-a87d-4541-af21-1530ffba1617,2024-07-25,Хорошая практика,org_04,КазТехСтрой,Огневые работы,Работник самостоятельно остановил работу при обнаружении нарушения и сообщил мастеру.,Устранено
a13f7a86-c271-40f6-9e18-270a11a11e32,2024-07-25,Нарушение,org_06,СтройПодряд,Экология,Смешанные отходы в контейнере для раздельного сбора.,Устранено
d396f4e2-5ef7-4f0b-9cb7-e096b24c577b,2024-07-28,Нарушение,org_03,НефтеМонтаж,Экология,Открытые бочки с нефтепродуктами — риск испарения и розлива.,Устранено
9d732819-9f95-4adf-9e44-0bfc4115912c,2024-07-31,Нарушение,org_07,ТрансНефть,Работа на высоте,Работа на высоте 2.5м без страховочной привязи.,Устранено
33832328-a989-4487-a8a1-a5cdeeab62bc,2024-07-31,Хорошая практика,org_01,КМГ-Кумколь (основное),Работа на высоте,"Рабочая зона чистая, проходы свободны, инструмент убран по местам.",Устранено
c0e9ae1e-4b19-45d5-b545-dbd51694e7a3,2024-08-02,Нарушение,org_03,НефтеМонтаж,Электробезопасность,Оголённые провода удлинителя в рабочей зоне.,Устранено
cc62e99a-44a1-4d9b-a6ef-1f6eb46c7341,2024-08-02,Хорошая практика,org_05,АзимутДриллинг,LOTO,Наличие и правильное использование огнетушителей в зоне огневых работ.,Устранено
d15295c8-7350-4156-be09-797e6d0736fb,2024-08-03,Хорошая практика,org_04,КазТехСтрой,Порядок на рабочем месте,"Рабочая зона чистая, проходы свободны, инструмент убран по местам.",Устранено
990c24e9-6243-443a-9b53-7a32af742e8c,2024-08-03,Хорошая практика,org_06,СтройПодряд,Работа на высоте,Бригада провела инструктаж перед началом работ согласно регламенту.,Устранено
7d13ba91-e556-44a5-a14c-1ae2eac59c8b,2024-08-04,Нарушение,org_07,ТрансНефть,СИЗ,Работник выполняет сварочные работы без защитного щитка и перчаток.,Устранено
0042596a-427f-4984-831c-387cc38a2c68,2024-08-04,Нарушение,org_05,АзимутДриллинг,Работа на высоте,Отсутствие ограждения края кровли при проведении ремонтных работ.,Устранено
02ca1b08-d0f5-4517-8528-3512829fa85d,2024-08-04,Нарушение,org_07,ТрансНефть,СИЗ,Отсутствие каски у работника в зоне обязательного ношения СИЗ.,Устранено
64439626-3a75-4225-96c5-5438cd57c231,2024-08-05,Нарушение,org_03,НефтеМонтаж,Огневые работы,Отсутствие первичных средств пожаротушения в зоне огневых работ.,Устранено
c6afb1e9-89d8-4b9a-9796-2b2e2c3c4224,2024-08-05,Хорошая практика,org_02,БурСервис,Огневые работы,"Рабочая зона чистая, проходы свободны, инструмент убран по местам.",Устранено
8bfa05bf-44ca-4e70-b702-51fadff316d1,2024-08-06,Нарушение,org_01,КМГ-Кумколь (основное),СИЗ,Отсутствие каски у работника в зоне обязательного ношения СИЗ.,В работе
0f80fb39-e73e-4e65-9ef5-b8764bd9a125,2024-08-07,Нарушение,org_05,АзимутДриллинг,Электробезопасность,Использование неисправного электроинструмента.,Устранено
dbe036dc-1b13-4c09-a310-2a4cc0afa3c0,2024-08-08,Нарушение,org_07,ТрансНефть,Работа на высоте,Работа на высоте 2.5м без страховочной привязи.,Устранено
c9c81b3b-4713-46e3-a6a4-32aeed61f0aa,2024-08-09,Нарушение,org_02,БурСервис,Работа на высоте,Использование приставной лестницы без фиксации верхней части.,Устранено
251657c0-c4eb-4a1e-bd5b-a6b8c5ad4bc6,2024-08-09,Нарушение,org_03,НефтеМонтаж,Транспорт,Стоянка техники в запрещённой зоне вблизи оборудования под давлением.,Просрочено
25541997-29a1-41cf-847c-33a4f0178df7,2024-08-09,Нарушение,org_06,СтройПодряд,Транспорт,Превышение скорости спецтехники на производственной площадке.,В работе
ec4a6b12-c670-44bb-af34-e64fb4b9555a,2024-08-10,Нарушение,org_06,СтройПодряд,СИЗ,Работник выполняет сварочные работы без защитного щитка и перчаток.,Просрочено
c54d3bcc-164c-44f9-a1e7-1847c33c92b2,2024-08-10,Нарушение,org_03,НефтеМонтаж,Транспорт,Водитель не использует ремень безопасности на территории объекта.,Устранено
3a3d1bfb-7a4b-40e2-8d87-851e8d0e02b0,2024-08-11,Хорошая практика,org_01,КМГ-Кумколь (основное),Экология,Работник корректно применил процедуру LOTO при обслуживании оборудования.,Устранено
8e9019b2-d2d5-44f6-99e0-17a3f39fc779,2024-08-11,Нарушение,org_01,КМГ-Кумколь (основное),Электробезопасность,Подключение к электросети без заземления корпуса оборудования.,Устранено
0e0fa0a7-ae66-47d2-997a-0ba1abfa5de1,2024-08-11,Нарушение,org_07,ТрансНефть,LOTO,Обслуживание работающего оборудования без выполнения процедуры LOTO.,Устранено
a4b8267a-527a-42a6-a3fc-5fe5aa9eb67d,2024-08-13,Нарушение,org_04,КазТехСтрой,Огневые работы,Огневые работы без оформленного разрешения и газового контроля.,Устранено
5934151d-ea6d-47a2-adaf-e34fdc595df6,2024-08-14,Нарушение,org_06,СтройПодряд,СИЗ,Работа с химическими реагентами без защитных очков и перчаток.,Устранено
711002a9-09d5-4667-8452-28e4bf6f1757,2024-08-15,Нарушение,org_02,БурСервис,LOTO,Обслуживание работающего оборудования без выполнения процедуры LOTO.,Устранено
98fe2434-1dea-48db-b481-86c873b653f0,2024-08-15,Хорошая практика,org_06,СтройПодряд,Транспорт,Обнаруженный разлив немедленно локализован и убран по инициативе работника.,Устранено
fe0b428d-a889-4b81-be1a-baf9d9e3cfed,2024-08-15,Нарушение,org_01,КМГ-Кумколь (основное),Экология,Загрязнённые ветошь и спецодежда выброшены в бытовой мусор.,Устранено
3feee89f-06cc-4768-b55c-cce3315e5b1f,2024-08-15,Нарушение,org_07,ТрансНефть,Огневые работы,Несоблюдение временного регламента огневых работ — превышение разрешённого времени.,В работе
7849af12-51b8-4e15-a2c3-4e0ef36d6bc1,2024-08-16,Хорошая практика,org_04,КазТехСтрой,СИЗ,Обнаруженный разлив немедленно локализован и убран по инициативе работника.,Устранено
86dba56f-861a-416f-8815-3ae17626b8c6,2024-08-16,Нарушение,org_06,СтройПодряд,Огневые работы,Отсутствие первичных средств пожаротушения в зоне огневых работ.,Устранено
1ebb09be-2d3a-47bb-9102-06b811034437,2024-08-16,Хорошая практика,org_04,КазТехСтрой,Огневые работы,Обнаруженный разлив немедленно локализован и убран по инициативе работника.,Устранено
92b1617b-5e8e-4732-a6be-13194f41a4b3,2024-08-18,Хорошая практика,org_04,КазТехСтрой,Транспорт,Правильное использование страховочной привязи при работе на высоте 3м.,Устранено
7cc05f4f-af3c-443b-b282-b74453c19f12,2024-08-19,Нарушение,org_03,НефтеМонтаж,Электробезопасность,Оголённые провода удлинителя в рабочей зоне.,В работе
1943cdb3-9895-4e20-9ee4-7e4563c2137e,2024-08-24,Нарушение,org_04,КазТехСтрой,Электробезопасность,Использование неисправного электроинструмента.,Просрочено
1ef1c06d-19d8-4b91-b0a3-0592539cf325,2024-08-26,Хорошая практика,org_05,АзимутДриллинг,Электробезопасность,"Рабочая зона чистая, проходы свободны, инструмент убран по местам.",Устранено
bc09d71a-ac4d-4594-970b-93e8c8ce2d70,2024-08-27,Нарушение,org_07,ТрансНефть,СИЗ,Отсутствие каски у работника в зоне обязательного ношения СИЗ.,Устранено
13ce56fd-26af-494e-82b9-a5982dcc02c8,2024-08-28,Нарушение,org_02,БурСервис,Огневые работы,Несоблюдение временного регламента огневых работ — превышение разрешённого времени.,Устранено
d0c0da67-4318-43ff-9363-6b0ce23241d1,2024-08-28,Хорошая практика,org_07,ТрансНефть,Транспорт,"Рабочая зона чистая, проходы свободны, инструмент убран по местам.",Устранено
23203682-2478-4cb9-bbb3-f9a3bd06e109,2024-08-29,Нарушение,org_04,КазТехСтрой,СИЗ,Работник выполняет сварочные работы без защитного щитка и перчаток.,Устранено
ad6daf96-a224-4e09-beb6-44b5278724ec,2024-08-30,Нарушение,org_03,НефтеМонтаж,Работа на высоте,Работа на высоте 2.5м без страховочной привязи.,Устранено
3547368b-dfe4-4e14-9622-e99a7808a61f,2024-08-30,Хорошая практика,org_06,СтройПодряд,Электробезопасность,Обнаруженный разлив немедленно локализован и убран по инициативе работника.,Устранено
c134d158-37f4-472a-a3a9-9177670c0df5,2024-08-30,Хорошая практика,org_07,ТрансНефть,СИЗ,Наличие и правильное использование огнетушителей в зоне огневых работ.,Устранено
df87aea6-3b75-4c22-a10d-c1cdb0afb29b,2024-09-01,Хорошая практика,org_06,СтройПодряд,Экология,Правильное хранение химических веществ с соблюдением требований маркировки.,Устранено
b16f4ed1-1760-44ec-ae31-0d94fa710a58,2024-09-01,Хорошая практика,org_06,СтройПодряд,СИЗ,"Рабочая зона чистая, проходы свободны, инструмент убран по местам.",Устранено
1ff4c63c-2cae-4fa5-a7c9-cc15266946f2,2024-09-04,Хорошая практика,org_03,НефтеМонтаж,Экология,Обнаруженный разлив немедленно локализован и убран по инициативе работника.,Устранено
c676d98a-aa65-40c3-bbfd-4af743ec9e2b,2024-09-04,Нарушение,org_07,ТрансНефть,Электробезопасность,Оголённые провода удлинителя в рабочей зоне.,Устранено
850064e2-5737-4554-9235-5a3c9d480e25,2024-09-05,Нарушение,org_05,АзимутДриллинг,Порядок на рабочем месте,Инструмент и оборудование не убраны после окончания смены.,Устранено
cb162263-16ba-4d1d-9453-1e0b2e57255d,2024-09-06,Нарушение,org_01,КМГ-Кумколь (основное),Огневые работы,Огневые работы без оформленного разрешения и газового контроля.,Устранено
5c14d3f8-f2ce-4402-8609-875c29a8fffc,2024-09-06,Нарушение,org_01,КМГ-Кумколь (основное),Порядок на рабочем месте,Незакреплённые предметы на высоте — риск падения.,В работе
eed50b31-399c-419c-b617-7b6f16683721,2024-09-08,Хорошая практика,org_01,КМГ-Кумколь (основное),Электробезопасность,Работник самостоятельно остановил работу при обнаружении нарушения и сообщил мастеру.,Устранено
29496277-a8e1-49ea-b46d-0800b175814c,2024-09-08,Нарушение,org_05,АзимутДриллинг,Работа на высоте,"Работник находится на лесах, не прошедших приёмку.",Устранено
5a9117ae-11d4-4da7-89c7-459dcb885ac3,2024-09-12,Нарушение,org_04,КазТехСтрой,СИЗ,Работа с химическими реагентами без защитных очков и перчаток.,Устранено
d011ac79-ac63-422f-9194-7ad404aa491c,2024-09-12,Нарушение,org_05,АзимутДриллинг,Электробезопасность,Распределительный щит оставлен открытым и без обозначений.,Устранено
aa3133cc-de6d-41cf-8315-9ccc936fabbb,2024-09-13,Нарушение,org_06,СтройПодряд,Транспорт,Стоянка техники в запрещённой зоне вблизи оборудования под давлением.,Устранено
2cdb8c7b-8252-47cf-8387-accf3e56cb20,2024-09-13,Нарушение,org_03,НефтеМонтаж,СИЗ,Работа с химическими реагентами без защитных очков и перчаток.,Просрочено
3e08d881-62cd-4358-8557-215d9c9d9f37,2024-09-14,Нарушение,org_05,АзимутДриллинг,Работа на высоте,Работа на высоте 2.5м без страховочной привязи.,Просрочено
07085b15-5b54-4b0e-8191-efe8dfd793c0,2024-09-15,Хорошая практика,org_07,ТрансНефть,Транспорт,Работник корректно применил процедуру LOTO при обслуживании оборудования.,Устранено
cfacdc35-6aad-4843-aa08-081d7b9e8371,2024-09-16,Нарушение,org_01,КМГ-Кумколь (основное),Работа на высоте,"Работник находится на лесах, не прошедших приёмку.",Устранено
b522da1a-59ed-4ffc-9f9c-2232b74ed622,2024-09-22,Нарушение,org_05,АзимутДриллинг,СИЗ,Отсутствие каски у работника в зоне обязательного ношения СИЗ.,Устранено
6e2df398-f1ee-4022-b105-c3213c2dd35e,2024-09-22,Нарушение,org_07,ТрансНефть,СИЗ,Работник выполняет сварочные работы без защитного щитка и перчаток.,В работе
e5c0d8e3-79ab-4a03-8c91-33844d09bdec,2024-09-22,Хорошая практика,org_01,КМГ-Кумколь (основное),Транспорт,Правильное хранение химических веществ с соблюдением требований маркировки.,Устранено
c7aa7315-c57a-4c73-8a1b-0fd290591bcd,2024-09-23,Нарушение,org_07,ТрансНефть,СИЗ,Работник выполняет сварочные работы без защитного щитка и перчаток.,Устранено
6e641b9a-29f0-43e1-b40a-4df2e978f962,2024-09-24,Нарушение,org_06,СтройПодряд,Огневые работы,Отсутствие первичных средств пожаротушения в зоне огневых работ.,Устранено
755972c5-647f-4e0a-b24e-1b60f1bb404a,2024-09-27,Нарушение,org_05,АзимутДриллинг,СИЗ,Отсутствие каски у работника в зоне обязательного ношения СИЗ.,Устранено
8d987225-dcdc-4c5a-b478-7afd97ec4392,2024-09-27,Нарушение,org_07,ТрансНефть,LOTO,Работы на электрооборудовании без оформления наряда-допуска.,Просрочено
662ba6a8-bd65-498b-bcee-9aaeaa37e91d,2024-09-28,Нарушение,org_03,НефтеМонтаж,Огневые работы,Огневые работы без оформленного разрешения и газового контроля.,Просрочено
0075c032-699f-40d8-b045-4e6ee0cf4d61,2024-09-29,Хорошая практика,org_07,ТрансНефть,Работа на высоте,Работник корректно применил процедуру LOTO при обслуживании оборудования.,Устранено
48b4c8b0-170d-49fd-a977-29a80ca6fc0a,2024-09-30,Нарушение,org_05,АзимутДриллинг,СИЗ,Работа с химическими реагентами без защитных очков и перчаток.,Устранено
3f1dcdc4-dedc-4b2b-9292-cf824b2faa57,2024-09-30,Нарушение,org_05,АзимутДриллинг,LOTO,Обслуживание работающего оборудования без выполнения процедуры LOTO.,Устранено
0db15af8-c703-4da6-9c6f-6932e886bb70,2024-10-01,Нарушение,org_06,СтройПодряд,Транспорт,Водитель не использует ремень безопасности на территории объекта.,В работе
d415fb8a-a6ab-429a-b55d-2561b2eeae90,2024-10-02,Хорошая практика,org_03,НефтеМонтаж,LOTO,Обнаруженный разлив немедленно локализован и убран по инициативе работника.,Устранено
71038fde-c560-4d3b-b2f2-fe503b1307e7,2024-10-05,Хорошая практика,org_05,АзимутДриллинг,Работа на высоте,Правильное использование страховочной привязи при работе на высоте 3м.,Устранено
21425f35-795d-4fd5-84db-f8f44ed39cbc,2024-10-06,Нарушение,org_03,НефтеМонтаж,Работа на высоте,Использование приставной лестницы без фиксации верхней части.,Устранено
a2456e8c-53d2-4045-acc8-389847dd5f90,2024-10-06,Нарушение,org_01,КМГ-Кумколь (основное),Транспорт,Стоянка техники в запрещённой зоне вблизи оборудования под давлением.,Устранено
944fabdf-8c4d-46f6-81fe-475c36cce8d3,2024-10-07,Нарушение,org_03,НефтеМонтаж,СИЗ,Отсутствие защитной обуви (спецботинок) у двух работников на объекте.,В работе
3c9a1e8d-a899-468a-87ed-d2e5646efc95,2024-10-08,Нарушение,org_03,НефтеМонтаж,Работа на высоте,Отсутствие ограждения края кровли при проведении ремонтных работ.,Устранено
a8bfe371-c853-4100-8e75-3d9cfda43061,2024-10-09,Нарушение,org_05,АзимутДриллинг,Порядок на рабочем месте,Незакреплённые предметы на высоте — риск падения.,Устранено
adb1ba6a-51fc-4663-a939-d3317ab90558,2024-10-09,Нарушение,org_02,БурСервис,LOTO,Снятие замка блокировки без уведомления ответственного лица.,В работе
b62e066b-8aff-4266-9cb0-91d8ee3876f4,2024-10-15,Хорошая практика,org_02,БурСервис,Электробезопасность,Работник корректно применил процедуру LOTO при обслуживании оборудования.,Устранено
6b478c45-7bc6-4ef6-88a1-953f2514a0d3,2024-10-18,Нарушение,org_04,КазТехСтрой,Электробезопасность,Подключение к электросети без заземления корпуса оборудования.,В работе
ba6b08ce-a9df-40a0-8b34-dbeeaab06d3d,2024-10-18,Хорошая практика,org_01,КМГ-Кумколь (основное),LOTO,"Рабочая зона чистая, проходы свободны, инструмент убран по местам.",Устранено
570c7f15-1194-47db-b80f-12a37e9746bd,2024-10-20,Хорошая практика,org_03,НефтеМонтаж,LOTO,Работник корректно применил процедуру LOTO при обслуживании оборудования.,Устранено
37a2d573-85f4-4b79-b2ba-9ee912d8c5d2,2024-10-20,Хорошая практика,org_02,БурСервис,Транспорт,Бригада провела инструктаж перед началом работ согласно регламенту.,Устранено
ef756f9c-f168-41ed-9c3b-7d46683ec9c3,2024-10-21,Хорошая практика,org_03,НефтеМонтаж,Порядок на рабочем месте,Бригада провела инструктаж перед началом работ согласно регламенту.,Устранено
38a3b2ca-cba2-4f06-90bc-46eba561674e,2024-10-23,Нарушение,org_05,АзимутДриллинг,LOTO,Обслуживание работающего оборудования без выполнения процедуры LOTO.,Устранено
b3ecc457-95d1-424c-b34b-ce79bab1561d,2024-10-23,Нарушение,org_04,КазТехСтрой,Экология,Загрязнённые ветошь и спецодежда выброшены в бытовой мусор.,Устранено
3d7d1dfe-830b-4cc2-8d76-5596a279fa37,2024-10-23,Нарушение,org_07,ТрансНефть,Работа на высоте,Использование приставной лестницы без фиксации верхней части.,Устранено
e134a409-2666-445c-8655-54452bb6462b,2024-10-25,Нарушение,org_02,БурСервис,Порядок на рабочем месте,Захламлённость прохода у эвакуационного выхода.,Устранено
